time,torque,angle,rpm,step,step,torque,angle
0,0,0,0,1,1,0.276,3217
0.5,0.0,0,0,1,,,
1.0,0.0,0,0,1,,,
1.5,0.0,0,0,1,,,
2.0,0.0,0,0,1,,,
2.5,0.0,0,0,1,,,
3.0,0.0,0,0,1,,,
3.5,0.0,0,0,1,,,
4.0,0.0,0,0,1,,,
4.5,0.0,0,0,1,,,
5.0,0.0,0,0,1,,,
5.5,0.0,0,0,1,,,
6.0,0.0,0,0,1,,,
6.5,0.0,0,0,1,,,
7.0,0.0,0,0,1,,,
7.5,0.0,0,0,1,,,
8.0,0.0,0,0,1,,,
8.5,0.0,0,0,1,,,
9.0,0.0,0,0,1,,,
9.5,0.0,0,1,1,,,
10.0,0.0,0,1,1,,,
10.5,0.0,0,1,1,,,
11.0,0.0,0,1,1,,,
11.5,0.0,0,2,1,,,
12.0,0.0,0,2,1,,,
12.5,0.0,0,2,1,,,
13.0,0.0,0,2,1,,,
13.5,0.0,0,3,1,,,
14.0,0.0,0,3,1,,,
14.5,0.0,0,3,1,,,
15.0,0.0,0,3,1,,,
15.5,0.0,0,5,1,,,
16.0,0.0,0,5,1,,,
16.5,0.0,0,5,1,,,
17.0,0.0,0,5,1,,,
17.5,0.0,0,8,1,,,
18.0,0.0,0,8,1,,,
18.5,0.0,0,10,1,,,
19.0,0.0,0,10,1,,,
19.5,0.0,0,11,1,,,
20.0,0.0,0,11,1,,,
20.5,0.0,0,12,1,,,
21.0,0.0,0,12,1,,,
21.5,0.0,0,15,1,,,
22.0,0.0,0,15,1,,,
22.5,0.0,0,17,1,,,
23.0,0.0,0,17,1,,,
23.5,0.0,1,18,1,,,
24.0,0.0,1,18,1,,,
24.5,0.0,1,22,1,,,
25.0,0.0,1,22,1,,,
25.5,0.0,1,23,1,,,
26.0,0.0,1,23,1,,,
26.5,0.0,1,25,1,,,
27.0,0.0,1,25,1,,,
27.5,0.0,1,28,1,,,
28.0,0.0,1,28,1,,,
28.5,0.0,1,29,1,,,
29.0,0.0,2,29,1,,,
29.5,0.0,2,31,1,,,
30.0,0.0,2,31,1,,,
30.5,0.0,2,34,1,,,
31.0,0.0,2,34,1,,,
31.5,0.0,2,35,1,,,
32.0,0.0,2,35,1,,,
32.5,0.0,2,36,1,,,
33.0,0.0,3,36,1,,,
33.5,0.0,3,40,1,,,
34.0,0.0,3,40,1,,,
34.5,0.0,3,40,1,,,
35.0,0.0,3,40,1,,,
35.5,0.0,3,42,1,,,
36.0,0.0,3,42,1,,,
36.5,0.0,4,46,1,,,
37.0,0.0,4,46,1,,,
37.5,0.0,4,47,1,,,
38.0,0.0,4,47,1,,,
38.5,0.0,4,48,1,,,
39.0,0.0,4,48,1,,,
39.5,0.0,5,51,1,,,
40.0,0.0,5,51,1,,,
40.5,0.0,5,54,1,,,
41.0,0.0,5,54,1,,,
41.5,0.0,5,55,1,,,
42.0,0.0,5,55,1,,,
42.5,0.0,6,57,1,,,
43.0,0.0,6,57,1,,,
43.5,0.0,6,60,1,,,
44.0,0.0,6,60,1,,,
44.5,0.0,6,61,1,,,
45.0,0.0,7,61,1,,,
45.5,0.0,7,62,1,,,
46.0,0.0,7,62,1,,,
46.5,0.0,7,64,1,,,
47.0,0.0,7,64,1,,,
47.5,0.0,8,67,1,,,
48.0,0.0,8,67,1,,,
48.5,0.0,8,69,1,,,
49.0,0.0,8,69,1,,,
49.5,0.0,9,72,1,,,
50.0,0.0,9,72,1,,,
50.5,0.0,9,75,1,,,
51.0,0.0,9,75,1,,,
51.5,0.0,10,78,1,,,
52.0,0.0,10,78,1,,,
52.5,0.0,10,80,1,,,
53.0,0.0,10,80,1,,,
53.5,0.0,11,82,1,,,
54.0,0.0,11,82,1,,,
54.5,0.0,11,85,1,,,
55.0,0.0,12,85,1,,,
55.5,0.0,12,87,1,,,
56.0,0.0,12,87,1,,,
56.5,0.0,12,88,1,,,
57.0,0.0,13,88,1,,,
57.5,0.0,13,92,1,,,
58.0,0.0,13,92,1,,,
58.5,0.0,14,94,1,,,
59.0,0.0,14,94,1,,,
59.5,0.0,14,95,1,,,
60.0,0.0,14,95,1,,,
60.5,0.0,15,98,1,,,
61.0,0.0,15,98,1,,,
61.5,0.0,15,100,1,,,
62.0,0.0,16,100,1,,,
62.5,0.0,16,101,1,,,
63.0,0.0,16,101,1,,,
63.5,0.0,17,103,1,,,
64.0,0.0,17,103,1,,,
64.5,0.0,17,107,1,,,
65.0,0.0,18,107,1,,,
65.5,0.0,18,109,1,,,
66.0,0.0,18,109,1,,,
66.5,0.0,19,113,1,,,
67.0,0.0,19,113,1,,,
67.5,0.0,20,115,1,,,
68.0,0.0,20,115,1,,,
68.5,0.0,20,118,1,,,
69.0,0.0,21,118,1,,,
69.5,0.0,21,121,1,,,
70.0,0.0,22,121,1,,,
70.5,0.0,22,122,1,,,
71.0,0.0,22,122,1,,,
71.5,0.0,23,125,1,,,
72.0,0.0,23,125,1,,,
72.5,0.0,23,128,1,,,
73.0,0.0,24,128,1,,,
73.5,0.0,24,131,1,,,
74.0,0.0,25,131,1,,,
74.5,0.0,25,131,1,,,
75.0,0.0,26,131,1,,,
75.5,0.0,26,133,1,,,
76.0,0.0,26,133,1,,,
76.5,0.0,27,135,1,,,
77.0,0.0,27,135,1,,,
77.5,0.0,28,137,1,,,
78.0,0.0,28,137,1,,,
78.5,0.0,29,138,1,,,
79.0,0.0,29,138,1,,,
79.5,0.0,29,141,1,,,
80.0,0.0,30,141,1,,,
80.5,0.0,30,145,1,,,
81.0,0.0,31,145,1,,,
81.5,0.0,31,147,1,,,
82.0,0.0,32,147,1,,,
82.5,0.0,32,151,1,,,
83.0,0.0,33,151,1,,,
83.5,0.0,33,154,1,,,
84.0,0.0,34,154,1,,,
84.5,0.0,34,157,1,,,
85.0,0.0,35,157,1,,,
85.5,0.0,35,158,1,,,
86.0,0.0,36,158,1,,,
86.5,0.0,36,160,1,,,
87.0,0.0,37,160,1,,,
87.5,0.0,37,161,1,,,
88.0,0.0,38,161,1,,,
88.5,0.0,38,164,1,,,
89.0,0.0,39,164,1,,,
89.5,0.0,39,166,1,,,
90.0,0.0,40,166,1,,,
90.5,0.0,40,168,1,,,
91.0,0.0,41,168,1,,,
91.5,0.0,41,171,1,,,
92.0,0.0,42,171,1,,,
92.5,0.0,42,174,1,,,
93.0,0.0,43,174,1,,,
93.5,0.0,44,177,1,,,
94.0,0.0,44,177,1,,,
94.5,0.0,45,178,1,,,
95.0,0.0,45,178,1,,,
95.5,0.0,46,180,1,,,
96.0,0.0,46,180,1,,,
96.5,0.0,47,183,1,,,
97.0,0.0,48,183,1,,,
97.5,0.0,48,185,1,,,
98.0,0.0,49,185,1,,,
98.5,0.0,49,187,1,,,
99.0,0.0,50,187,1,,,
99.5,0.0,50,191,1,,,
100.0,0.0,51,191,1,,,
100.5,0.0,52,195,1,,,
101.0,0.0,52,195,1,,,
101.5,0.0,53,197,1,,,
102.0,0.0,54,197,1,,,
102.5,0.0,54,198,1,,,
103.0,0.0,55,198,1,,,
103.5,0.0,55,199,1,,,
104.0,0.0,56,199,1,,,
104.5,0.0,57,202,1,,,
105.0,0.0,57,202,1,,,
105.5,0.0,58,203,1,,,
106.0,0.0,59,203,1,,,
106.5,0.0,59,205,1,,,
107.0,0.0,60,205,1,,,
107.5,0.0,60,209,1,,,
108.0,0.0,61,209,1,,,
108.5,0.0,62,212,1,,,
109.0,0.0,62,212,1,,,
109.5,0.0,63,216,1,,,
110.0,0.0,64,216,1,,,
110.5,0.0,65,218,1,,,
111.0,0.0,65,218,1,,,
111.5,0.0,66,222,1,,,
112.0,0.0,67,222,1,,,
112.5,0.0,67,223,1,,,
113.0,0.0,68,223,1,,,
113.5,0.0,69,225,1,,,
114.0,0.0,69,225,1,,,
114.5,0.0,70,228,1,,,
115.0,0.0,71,228,1,,,
115.5,0.0,71,231,1,,,
116.0,0.0,72,231,1,,,
