time,torque,angle,rpm,step,step,torque,angle
0,0,0,0,1,1,0.24,1638
0.5,0.0,0,0,1,2,2.641,268
1.0,0.0,0,0,1,,,
1.5,0.0,0,0,1,,,
2.0,0.0,0,0,1,,,
2.5,0.0,0,0,1,,,
3.0,0.0,0,0,1,,,
3.5,0.0,0,0,1,,,
4.0,0.0,0,0,1,,,
4.5,0.0,0,0,1,,,
5.0,0.0,0,0,1,,,
5.5,0.0,0,0,1,,,
6.0,0.0,0,0,1,,,
6.5,0.0,0,0,1,,,
7.0,0.0,0,0,1,,,
7.5,0.0,0,0,1,,,
8.0,0.0,0,0,1,,,
8.5,0.0,0,0,1,,,
9.0,0.0,0,0,1,,,
9.5,0.0,0,1,1,,,
10.0,0.0,0,1,1,,,
10.5,0.0,0,1,1,,,
11.0,0.0,0,1,1,,,
11.5,0.0,0,1,1,,,
12.0,0.0,0,1,1,,,
12.5,0.0,0,1,1,,,
13.0,0.0,0,1,1,,,
13.5,0.0,0,2,1,,,
14.0,0.0,0,2,1,,,
14.5,0.0,0,2,1,,,
15.0,0.0,0,2,1,,,
15.5,0.0,0,3,1,,,
16.0,0.0,0,3,1,,,
16.5,0.0,0,3,1,,,
17.0,0.0,0,3,1,,,
17.5,0.0,0,5,1,,,
18.0,0.0,0,5,1,,,
18.5,0.0,0,5,1,,,
19.0,0.0,0,5,1,,,
19.5,0.0,0,7,1,,,
20.0,0.0,0,7,1,,,
20.5,0.0,0,8,1,,,
21.0,0.0,0,8,1,,,
21.5,0.0,0,11,1,,,
22.0,0.0,0,11,1,,,
22.5,0.0,0,12,1,,,
23.0,0.0,0,12,1,,,
23.5,0.0,0,15,1,,,
24.0,0.0,0,15,1,,,
24.5,0.0,0,16,1,,,
25.0,0.0,0,16,1,,,
25.5,0.0,1,18,1,,,
26.0,0.0,1,18,1,,,
26.5,0.0,1,20,1,,,
27.0,0.0,1,20,1,,,
27.5,0.0,1,22,1,,,
28.0,0.0,1,22,1,,,
28.5,0.0,1,23,1,,,
29.0,0.0,1,23,1,,,
29.5,0.0,1,26,1,,,
30.0,0.0,1,26,1,,,
30.5,0.0,1,28,1,,,
31.0,0.0,1,28,1,,,
31.5,0.0,2,29,1,,,
32.0,0.0,2,29,1,,,
32.5,0.0,2,31,1,,,
33.0,0.0,2,31,1,,,
33.5,0.0,2,34,1,,,
34.0,0.0,2,34,1,,,
34.5,0.0,2,36,1,,,
35.0,0.0,2,36,1,,,
35.5,0.0,3,39,1,,,
36.0,0.0,3,39,1,,,
36.5,0.0,3,41,1,,,
37.0,0.0,3,41,1,,,
37.5,0.0,3,42,1,,,
38.0,0.0,3,42,1,,,
38.5,0.0,3,46,1,,,
39.0,0.0,4,46,1,,,
39.5,0.0,4,48,1,,,
40.0,0.0,4,48,1,,,
40.5,0.0,4,49,1,,,
41.0,0.0,4,49,1,,,
41.5,0.0,4,53,1,,,
42.0,0.0,5,53,1,,,
42.5,0.0,5,55,1,,,
43.0,0.0,5,55,1,,,
43.5,0.0,5,57,1,,,
44.0,0.0,5,57,1,,,
44.5,0.0,6,60,1,,,
45.0,0.0,6,60,1,,,
45.5,0.0,6,61,1,,,
46.0,0.0,6,61,1,,,
46.5,0.0,6,63,1,,,
47.0,0.0,7,63,1,,,
47.5,0.0,7,66,1,,,
48.0,0.0,7,66,1,,,
48.5,0.0,7,67,1,,,
49.0,0.0,7,67,1,,,
49.5,0.0,8,68,1,,,
50.0,0.0,8,68,1,,,
50.5,0.0,8,71,1,,,
51.0,0.0,8,71,1,,,
51.5,0.0,9,72,1,,,
52.0,0.0,9,72,1,,,
52.5,0.0,9,73,1,,,
53.0,0.0,9,73,1,,,
53.5,0.0,10,75,1,,,
54.0,0.0,10,75,1,,,
54.5,0.0,10,78,1,,,
55.0,0.0,10,78,1,,,
55.5,0.0,11,81,1,,,
56.0,0.0,11,81,1,,,
56.5,0.0,11,84,1,,,
57.0,0.0,11,84,1,,,
57.5,0.0,12,86,1,,,
58.0,0.0,12,86,1,,,
58.5,0.0,12,88,1,,,
59.0,0.0,13,88,1,,,
59.5,0.0,13,91,1,,,
60.0,0.0,13,91,1,,,
60.5,0.0,14,92,1,,,
61.0,0.0,14,92,1,,,
61.5,0.0,14,94,1,,,
62.0,0.0,14,94,1,,,
62.5,0.0,15,98,1,,,
63.0,0.0,15,98,1,,,
63.5,0.0,15,99,1,,,
64.0,0.0,16,99,1,,,
64.5,0.0,16,101,1,,,
65.0,0.0,16,101,1,,,
65.5,0.0,17,105,1,,,
66.0,0.0,17,105,1,,,
66.5,0.0,17,106,1,,,
67.0,0.0,18,106,1,,,
67.5,0.0,18,107,1,,,
68.0,0.0,18,107,1,,,
68.5,0.0,19,111,1,,,
69.0,0.0,19,111,1,,,
69.5,0.0,19,113,1,,,
70.0,0.0,20,113,1,,,
70.5,0.0,20,114,1,,,
71.0,0.0,21,114,1,,,
71.5,0.0,21,118,1,,,
72.0,0.0,21,118,1,,,
72.5,0.0,22,121,1,,,
73.0,0.0,22,121,1,,,
73.5,0.0,23,124,1,,,
74.0,0.0,23,124,1,,,
74.5,0.0,23,126,1,,,
75.0,0.0,24,126,1,,,
75.5,0.0,24,129,1,,,
76.0,0.0,25,129,1,,,
76.5,0.0,25,131,1,,,
77.0,0.0,25,131,1,,,
77.5,0.0,26,132,1,,,
78.0,0.0,26,132,1,,,
78.5,0.0,27,134,1,,,
79.0,0.0,27,134,1,,,
79.5,0.0,27,136,1,,,
80.0,0.0,28,136,1,,,
80.5,0.0,28,138,1,,,
81.0,0.0,29,138,1,,,
81.5,0.0,29,139,1,,,
82.0,0.0,30,139,1,,,
82.5,0.0,30,142,1,,,
83.0,0.0,31,142,1,,,
83.5,0.0,31,143,1,,,
84.0,0.0,31,143,1,,,
84.5,0.0,32,146,1,,,
85.0,0.0,32,146,1,,,
85.5,0.0,33,150,1,,,
86.0,0.0,33,150,1,,,
86.5,0.0,34,153,1,,,
87.0,0.0,34,153,1,,,
87.5,0.0,35,156,1,,,
88.0,0.0,35,156,1,,,
88.5,0.0,36,159,1,,,
89.0,0.0,36,159,1,,,
89.5,0.0,37,160,1,,,
90.0,0.0,37,160,1,,,
90.5,0.0,38,162,1,,,
91.0,0.0,38,162,1,,,
91.5,0.0,39,164,1,,,
92.0,0.0,39,164,1,,,
92.5,0.0,40,166,1,,,
93.0,0.0,40,166,1,,,
93.5,0.0,41,168,1,,,
94.0,0.0,41,168,1,,,
94.5,0.0,42,171,1,,,
95.0,0.0,42,171,1,,,
95.5,0.0,43,174,1,,,
96.0,0.0,44,174,1,,,
96.5,0.0,44,176,1,,,
97.0,0.0,45,176,1,,,
97.5,0.0,45,177,1,,,
98.0,0.0,46,177,1,,,
98.5,0.0,46,181,1,,,
99.0,0.0,47,181,1,,,
99.5,0.0,47,182,1,,,
100.0,0.0,48,182,1,,,
100.5,0.0,49,184,1,,,
101.0,0.0,49,184,1,,,
101.5,0.0,50,187,1,,,
102.0,0.0,50,187,1,,,
102.5,0.0,51,190,1,,,
103.0,0.0,52,190,1,,,
103.5,0.0,52,191,1,,,
104.0,0.0,53,191,1,,,
104.5,0.0,53,195,1,,,
105.0,0.0,54,195,1,,,
105.5,0.0,55,197,1,,,
106.0,0.0,55,197,1,,,
106.5,0.0,56,198,1,,,
107.0,0.0,56,198,1,,,
107.5,0.0,57,201,1,,,
108.0,0.0,58,201,1,,,
108.5,0.0,58,202,1,,,
109.0,0.0,59,202,1,,,
109.5,0.0,60,204,1,,,
110.0,0.0,60,204,1,,,
110.5,0.0,61,207,1,,,
111.0,0.0,61,207,1,,,
111.5,0.0,62,209,1,,,
112.0,0.0,63,209,1,,,
112.5,0.0,64,213,1,,,
113.0,0.0,64,213,1,,,
113.5,0.0,65,216,1,,,
114.0,0.0,65,216,1,,,
114.5,0.0,66,219,1,,,
115.0,0.0,67,219,1,,,
115.5,0.0,68,221,1,,,
116.0,0.0,68,221,1,,,
116.5,0.0,69,225,1,,,
117.0,0.0,70,225,1,,,
117.5,0.0,70,225,1,,,
118.0,0.0,71,225,1,,,
118.5,0.0,72,228,1,,,
119.0,0.0,72,228,1,,,
119.5,0.0,73,230,1,,,
120.0,0.0,74,230,1,,,
120.5,0.0,75,233,1,,,
121.0,0.0,75,233,1,,,
121.5,0.0,76,234,1,,,
122.0,0.0,77,234,1,,,
122.5,0.0,78,237,1,,,
123.0,0.0,78,237,1,,,
123.5,0.0,79,239,1,,,
124.0,0.0,80,239,1,,,
124.5,0.0,80,241,1,,,
125.0,0.0,81,241,1,,,
125.5,0.0,82,243,1,,,
126.0,0.0,83,243,1,,,
126.5,0.0,84,246,1,,,
127.0,0.0,84,246,1,,,
127.5,0.0,85,248,1,,,
128.0,0.0,86,248,1,,,
128.5,0.0,87,251,1,,,
129.0,0.0,87,251,1,,,
129.5,0.0,88,252,1,,,
130.0,0.0,89,252,1,,,
130.5,0.0,90,254,1,,,
131.0,0.0,90,254,1,,,
131.5,0.0,91,256,1,,,
132.0,0.0,92,256,1,,,
132.5,0.0,93,260,1,,,
133.0,0.0,94,260,1,,,
133.5,0.0,95,262,1,,,
134.0,0.0,95,262,1,,,
134.5,0.0,96,266,1,,,
135.0,0.0,97,266,1,,,
135.5,0.0,98,268,1,,,
136.0,0.0,99,268,1,,,
136.5,0.0,99,272,1,,,
137.0,0.0,100,272,1,,,
137.5,0.0,101,273,1,,,
138.0,0.0,102,273,1,,,
138.5,0.0,103,277,1,,,
139.0,0.0,104,277,1,,,
139.5,0.0,105,279,1,,,
140.0,0.0,105,279,1,,,
140.5,0.0,106,281,1,,,
141.0,0.0,107,281,1,,,
141.5,0.0,108,282,1,,,
142.0,0.0,109,282,1,,,
142.5,0.0,110,286,1,,,
143.0,0.0,111,286,1,,,
143.5,0.0,112,287,1,,,
144.0,0.0,112,287,1,,,
144.5,0.0,113,290,1,,,
145.0,0.0,114,290,1,,,
145.5,0.0,115,291,1,,,
146.0,0.0,116,291,1,,,
146.5,0.0,117,294,1,,,
147.0,0.0,118,294,1,,,
147.5,0.0,119,294,1,,,
148.0,0.0,120,294,1,,,
148.5,0.0,121,298,1,,,
149.0,0.0,121,298,1,,,
149.5,0.0,122,300,1,,,
150.0,0.0,123,300,1,,,
150.5,0.0,124,305,1,,,
151.0,0.0,125,305,1,,,
151.5,0.0,126,307,1,,,
152.0,0.0,127,307,1,,,
152.5,0.0,128,311,1,,,
153.0,0.0,129,311,1,,,
153.5,0.0,130,313,1,,,
154.0,0.0,131,313,1,,,
154.5,0.0,132,316,1,,,
155.0,0.0,133,316,1,,,
155.5,0.0,134,318,1,,,
156.0,0.0,135,318,1,,,
156.5,0.0,136,320,1,,,
157.0,0.0,137,320,1,,,
157.5,0.0,138,324,1,,,
158.0,0.0,139,324,1,,,
158.5,0.0,140,326,1,,,
159.0,0.0,141,326,1,,,
159.5,0.0,142,329,1,,,
160.0,0.0,143,329,1,,,
160.5,0.0,144,330,1,,,
161.0,0.0,145,330,1,,,
161.5,0.0,146,331,1,,,
162.0,0.0,147,331,1,,,
162.5,0.0,148,332,1,,,
163.0,0.0,149,332,1,,,
163.5,0.0,150,336,1,,,
164.0,0.0,151,336,1,,,
164.5,0.0,152,338,1,,,
165.0,0.0,153,338,1,,,
165.5,0.0,154,342,1,,,
166.0,0.0,155,342,1,,,
166.5,0.0,156,346,1,,,
167.0,0.0,157,346,1,,,
167.5,0.0,159,350,1,,,
168.0,0.0,160,350,1,,,
